Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,26,INA,ABA,SF,3,NA,15.7,2,4.7,0.429,0.3,0.7,0.5,1.7,4,0.417,0.464,2.3,3,0.778,NA,NA,6,0.7,1.7,4,6.7
Career,NA,,ABA,,3,NA,15.7,2,4.7,0.429,0.3,0.7,0.5,1.7,4,0.417,0.464,2.3,3,0.778,NA,NA,6,0.7,1.7,4,6.7
