Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,26,INA,ABA,SF,72,,18.6,3.0,6.8,.436,0.0,0.1,.167,2.9,6.7,.440,.438,2.1,3.2,.655,,,5.2,0.4,1.7,2.5,8.0
1968-69,27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1969-70,28,INA,ABA,SF,3,,4.0,0.3,1.7,.200,0.0,0.0,,0.3,1.7,.200,.200,0.3,1.0,.333,0.7,0.7,1.3,0.0,0.0,0.3,1.0
Career,NA,,ABA,,75,,18.0,2.9,6.6,.434,0.0,0.1,.167,2.8,6.5,.437,.435,2.0,3.1,.651,0.7,0.7,5.0,0.4,1.6,2.5,7.7
