Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,26,INA,ABA,SF,3,47,11.5,0.557,0.143,0.643,NA,NA,16.5,5.3,21.8,17.9,NA,0.1,-0.1,0,0.017
Career,NA,,ABA,,3,47,11.5,0.557,0.143,0.643,NA,NA,16.5,5.3,21.8,17.9,NA,0.1,-0.1,0,0.017
