,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,24,DET,NBA,SF,82,2293,,38%,60%,2%,,-4.0,+0.7,42,26,104,15,59,8,177,15,47
2013-14,25,DET,NBA,SF,82,2337,,23%,69%,8%,,-4.7,-1.7,24,24,104,10,77,13,172,11,43
2014-15,26,TOT,NBA,SF,80,1743,,1%,94%,5%,,-2.4,-3.5,26,16,73,7,22,8,198,4,27
2014-15,26,DET,NBA,SF,54,1287,,1%,99%,,,-2.5,-1.6,19,11,44,5,16,7,157,4,18
2014-15,26,OKC,NBA,SF,26,456,,,80%,20%,,-2.2,-4.9,7,5,29,2,6,1,41,0,9
2015-16,27,OKC,NBA,SF,68,977,,8%,78%,14%,,-0.2,-9.9,10,11,66,4,17,5,55,5,13
2016-17,28,OKC,NBA,SF,32,385,,9%,82%,9%,,+0.5,0.0,4,3,14,1,6,1,20,1,5
2017-18,29,OKC,NBA,SF,12,59,,12%,70%,18%,,-2.6,-6.0,0,2,0,0,6,0,6,1,2
Career,,,NBA,,356,7794,,20%,74%,7%,,-3.2,-2.4,106,82,361,37,187,35,628,37,137
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,DET,NBA,,218,5917,,24%,72%,4%,,-4.0,-0.7,85,61,252,30,152,28,506,30,108
4 seasons,,OKC,NBA,,138,1877,,6%,79%,15%,,-0.6,-6.5,21,21,109,7,35,7,122,7,29
