,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2010-11,19,BYU,36,926,78,162,7,27,46,81,55,183,75,39,16,56,73,209,.481,.259,.568,25.7,5.8,5.1,2.1
2013-14,22,BYU,34,1136,175,352,8,22,117,203,85,275,156,57,14,89,82,475,.497,.364,.576,33.4,14.0,8.1,4.6
2014-15,23,BYU,33,1019,158,335,6,21,134,182,81,286,197,59,11,96,73,456,.472,.286,.736,30.9,13.8,8.7,6.0
2015-16,24,BYU,37,1249,206,444,9,37,146,224,86,303,275,74,20,126,74,567,.464,.243,.652,33.8,15.3,8.2,7.4
Career,,,140,4330,617,1293,30,107,443,690,307,1047,703,229,61,367,302,1707,.477,.280,.642,30.9,12.2,7.5,5.0
