Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1975-76,22,NYK,NBA,SG,2,NA,14,1,5,0.2,0,0,NA,1,2,3,0,1,0,4,2
Career,NA,,NBA,,2,NA,14,1,5,0.2,0,0,NA,1,2,3,0,1,0,4,2
