,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1976-77,19,OLDDOM,29,,294,555,,,62,89,,270,,,,,,650,.530,,.697,,22.4,9.3,
1977-78,20,OLDDOM,22,,231,465,,,69,92,,219,,,,,,531,.497,,.750,,24.1,10.0,
1978-79,21,OLDDOM,20,677,193,374,,,82,112,,198,,,,,,468,.516,,.732,33.9,23.4,9.9,
1979-80,22,OLDDOM,30,974,245,476,,,65,90,,262,,,,,,555,.515,,.722,32.5,18.5,8.7,
Career,,,101,1651,963,1870,,,278,383,,949,,,,,,2204,.515,,.726,33.0,21.8,9.4,
