Season,Team,Lg,Salary
2016-17,Miami Heat,NBA,"$31,969"
2016-17,Orlando Magic,NBA,"$31,969"
2016-17,Boston Celtics,NBA,"$25,000"
2017-18,Minnesota Timberwolves,NBA,"$1,312,611"
Career,(may be incomplete),,"$1,401,549"
