Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,NA,ANA,ABA,NA,2,NA,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,18,18,0,0,0
Career,NA,,ABA,NA,2,NA,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,18,18,0,0,0
