,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,32,DET,NBA,SG,68,1485,,95%,5%,,,-4.4,-4.1,31,9,70,14,27,0,301,5,12
2001-02,33,DET,NBA,SG,82,1912,,79%,21%,,,-0.3,-5.8,26,11,94,16,34,0,308,5,10
2002-03,34,DET,NBA,SF,78,1555,,1%,99%,,,-2.0,-10.0,18,8,64,13,18,0,240,2,9
2003-04,35,TOR,NBA,SF,70,1229,,22%,69%,8%,,-6.4,-4.4,19,12,73,11,21,0,122,2,13
2004-05,36,IND,NBA,SF,18,249,,4%,81%,15%,,-11.9,-13.6,3,0,13,2,4,0,31,0,2
Career,,,NBA,,316,6430,,50%,48%,2%,,-3.3,-6.5,97,40,314,56,104,0,1002,14,46
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,DET,NBA,,228,4952,,59%,41%,,,-2.1,-6.6,75,28,228,43,79,0,849,12,31
1 season,,TOR,NBA,,70,1229,,22%,69%,8%,,-6.4,-4.4,19,12,73,11,21,0,122,2,13
1 season,,IND,NBA,,18,249,,4%,81%,15%,,-11.9,-13.6,3,0,13,2,4,0,31,0,2
