Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995-96,27,DET,NBA,SG,3,0,14.3,1,2.3,0.429,0,0.3,0,1,2,0.5,0.429,0,0,NA,0.3,0.7,1,0.3,0.3,0.3,0,1.7,2
1996-97,28,DET,NBA,SG,2,0,3.5,0.5,1,0.5,0,0,NA,0.5,1,0.5,0.5,0,0.5,0,0,0.5,0.5,0,0,0,0,0.5,1
1998-99,30,MIL,NBA,SF,3,0,19.7,2.3,4,0.583,0,0.3,0,2.3,3.7,0.636,0.583,2,2,1,0.3,1,1.3,1,0.7,0.3,0.7,2.7,6.7
1999-00,31,DET,NBA,SG,3,1,26.3,4,7.7,0.522,0,0,NA,4,7.7,0.522,0.522,1.3,2,0.667,0,1,1,1,0.3,0.3,0.7,1.7,9.3
2001-02,33,DET,NBA,SG,10,10,22.1,2.2,3.9,0.564,0.5,1.3,0.385,1.7,2.6,0.654,0.628,0.8,1.1,0.727,0.1,1.3,1.4,1.2,0.4,0,0.5,3.2,5.7
2002-03,34,DET,NBA,SF,15,14,18.3,1.1,2.9,0.364,0.2,0.6,0.333,0.9,2.3,0.371,0.398,0.4,0.5,0.857,0.2,0.9,1.1,1.1,0.5,0.1,0.3,2.3,2.7
Career,NA,,NBA,,36,25,19,1.7,3.5,0.48,0.2,0.7,0.333,1.5,2.9,0.515,0.512,0.7,0.9,0.774,0.2,1,1.1,1,0.4,0.1,0.4,2.4,4.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,DET,NBA,,33,25,18.9,1.6,3.5,0.47,0.2,0.7,0.348,1.4,2.8,0.5,0.504,0.5,0.8,0.72,0.2,1,1.1,1,0.4,0.1,0.4,2.4,4.1
1 season,NA,MIL,NBA,,3,0,19.7,2.3,4,0.583,0,0.3,0,2.3,3.7,0.636,0.583,2,2,1,0.3,1,1.3,1,0.7,0.3,0.7,2.7,6.7
