,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,32,DET,NBA,SG,68,1485,.455,12.5,.972,.248,.060,.160,.505,.028,.455,.633,.316,.333,.422,.444,.730,.028,7,1.000,.667,.500,0,0
2001-02,33,DET,NBA,SG,82,1912,.453,13.3,.906,.272,.036,.091,.507,.094,.472,.680,.300,.360,.393,.269,.839,.087,22,1.000,.346,.444,0,0
2002-03,34,DET,NBA,SF,78,1555,.402,15.6,.764,.231,.026,.061,.445,.236,.434,.547,.000,.429,.402,.296,.868,.074,14,1.000,.370,.200,0,0
2003-04,35,TOR,NBA,SF,70,1229,.388,14.1,.923,.199,.077,.133,.515,.077,.403,.590,.467,.154,.386,.200,.808,.046,9,1.000,.667,.300,0,0
2004-05,36,IND,NBA,SF,18,249,.448,13.2,1.000,.276,.000,.103,.621,.000,.448,.500,,.667,.389,,.846,.000,0,,,,0,0
Career,,,NBA,,316,6430,.430,13.7,.901,.242,.048,.113,.498,.099,.446,.618,.320,.319,.402,.288,.803,.056,52,1.000,.433,.311,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,DET,NBA,,228,4952,.439,13.6,.892,.251,.042,.109,.489,.108,.456,.628,.257,.356,.407,.303,.800,.061,43,1.000,.393,.314,0,0
1 season,,TOR,NBA,,70,1229,.388,14.1,.923,.199,.077,.133,.515,.077,.403,.590,.467,.154,.386,.200,.808,.046,9,1.000,.667,.300,0,0
1 season,,IND,NBA,,18,249,.448,13.2,1.000,.276,.000,.103,.621,.000,.448,.500,,.667,.389,,.846,.000,0,,,,0,0
