Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1967-68,22,SFW,NBA,SG,1,4,28.4,0.667,0,NA,NA,NA,0,NA,0,0,0,0.411
1968-69,23,SFW,NBA,SG,5,59,7,0.392,0.107,NA,NA,NA,17.8,NA,-0.1,0.1,0,-0.018
Career,NA,,NBA,,6,63,8.3,0.418,0.097,NA,NA,NA,16.7,NA,-0.1,0.1,0,0.01
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,SFW,NBA,,6,63,8.3,0.418,0.097,NA,NA,NA,16.7,NA,-0.1,0.1,0,0.01
