,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1967-68,22,SFW,NBA,,8,15,7,9,6,5,5,23
1968-69,23,SFW,NBA,,7,17,7,9,9,7,5,19
1969-70,24,SFW,NBA,,9,17,6,8,8,9,5,20
1970-71,25,CLE,NBA,,6,13,5,7,9,15,6,15
Career,,,,,9,17,7,9,9,15,6,23
3 Seasons,,SFW,NBA,,9,17,7,9,9,9,5,23
1 Season,,CLE,NBA,,6,13,5,7,9,15,6,15
