Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1965-66,22,LAL,NBA,SG,65,NA,15.5,3.1,7.7,0.404,1.6,2.3,0.691,NA,NA,2,1.6,NA,NA,NA,1.6,7.8
1966-67,23,LAL,NBA,SG,77,NA,23.1,4.6,10.1,0.454,3.3,4.4,0.751,NA,NA,3.3,2.7,NA,NA,NA,2.5,12.4
1967-68,24,LAL,NBA,SG,79,NA,26,5,10.3,0.486,3.8,5,0.77,NA,NA,2.5,2.6,NA,NA,NA,2.9,13.8
1968-69,25,PHO,NBA,PG,81,NA,40,8.9,21.6,0.411,6.1,8.2,0.747,NA,NA,5.4,6.4,NA,NA,NA,3.1,23.8
1969-70,26,PHO,NBA,PG,81,NA,39.9,7,15.4,0.454,6,7.5,0.808,NA,NA,4.2,7.5,NA,NA,NA,3.1,20
1970-71,27,LAL,NBA,SG,79,NA,35.5,7.1,14.9,0.475,3.3,4.3,0.77,NA,NA,3.3,4.8,NA,NA,NA,3.3,17.5
1971-72,28,LAL,NBA,SG,82,NA,37.1,10.1,20.7,0.487,5.8,6.8,0.85,NA,NA,3.6,4.5,NA,NA,NA,2.6,25.9
1972-73,29,LAL,NBA,SG,76,NA,35.5,9.9,21.3,0.464,4.1,4.9,0.84,NA,NA,3.5,4.4,NA,NA,NA,2.5,23.9
1973-74,30,LAL,NBA,SG,82,NA,37.3,9.6,21.6,0.442,6.2,7.2,0.864,1.2,1.9,3,5.2,1.5,0.1,NA,2.8,25.3
1974-75,31,LAL,NBA,SG,72,NA,37.1,9.1,19.8,0.459,4.4,5.3,0.841,1.3,1.7,3,5.8,1.4,0.1,NA,3,22.6
1975-76,32,LAL,NBA,SG,75,NA,35.3,7.8,17.6,0.441,3.9,4.6,0.847,1.3,1.6,2.9,5.6,1.6,0.2,NA,3.2,19.5
1976-77,33,NOJ,NBA,SG,27,NA,22.6,5,11.3,0.446,2.5,3.1,0.8,0.9,1.3,2.3,2.7,0.8,0.1,NA,1.6,12.6
1977-78,34,NOJ,NBA,SG,81,NA,31.5,6.4,13,0.495,3.3,4.1,0.795,0.9,1.3,2.2,4.8,1,0.3,2.5,2.3,16.1
1978-79,35,NOJ,NBA,SG,74,NA,28.8,5.2,11.5,0.449,2.4,2.8,0.853,0.9,1.6,2.5,4.8,1.2,0.2,2.5,2.4,12.7
Career,NA,,NBA,,1031,NA,32.5,7.2,15.8,0.456,4.2,5.2,0.807,1.1,1.6,3.2,4.7,1.3,0.2,2.5,2.7,18.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,LAL,NBA,,687,NA,31.7,7.4,16.2,0.46,4.1,5,0.817,1.2,1.7,3,4.2,1.5,0.2,NA,2.7,19
3 seasons,NA,NOJ,NBA,,182,NA,29.1,5.7,12.1,0.471,2.8,3.4,0.815,0.9,1.4,2.3,4.5,1.1,0.2,2.5,2.2,14.2
2 seasons,NA,PHO,NBA,,162,NA,39.9,7.9,18.5,0.429,6.1,7.8,0.776,NA,NA,4.8,6.9,NA,NA,NA,3.1,21.9
