Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1965-66,22,LAL,NBA,SG,65,1008,11.9,0.448,0.296,NA,NA,NA,13.9,NA,NA,NA,NA,NA,0,0.7,0.7,0.031,NA,NA,NA,NA,NA
1966-67,23,LAL,NBA,SG,77,1780,15.2,0.518,0.434,NA,NA,NA,15.3,NA,NA,NA,NA,NA,3.1,1.3,4.4,0.119,NA,NA,NA,NA,NA
1967-68,24,LAL,NBA,SG,79,2057,14.9,0.555,0.483,NA,NA,NA,12.9,NA,NA,NA,NA,NA,5,1.3,6.3,0.146,NA,NA,NA,NA,NA
1968-69,25,PHO,NBA,PG,81,3236,16.9,0.474,0.38,NA,NA,NA,23.8,NA,NA,NA,NA,NA,2.6,1,3.6,0.054,NA,NA,NA,NA,NA
1969-70,26,PHO,NBA,PG,81,3234,16.3,0.535,0.483,NA,NA,NA,24.9,NA,NA,NA,NA,NA,5.4,1.3,6.7,0.099,NA,NA,NA,NA,NA
1970-71,27,LAL,NBA,SG,79,2808,14.6,0.521,0.292,NA,NA,4.1,18.1,NA,NA,NA,NA,NA,4.5,1.9,6.4,0.109,NA,NA,NA,NA,NA
1971-72,28,LAL,NBA,SG,82,3040,20.1,0.548,0.33,NA,NA,4.3,16.7,NA,NA,NA,NA,NA,8.8,3.5,12.3,0.194,NA,NA,NA,NA,NA
1972-73,29,LAL,NBA,SG,76,2697,18.8,0.51,0.232,NA,NA,4.4,18.4,NA,NA,NA,NA,NA,5.2,3,8.1,0.145,NA,NA,NA,NA,NA
1973-74,30,LAL,NBA,SG,82,3061,18.5,0.511,0.332,3,4.5,3.7,21.8,1.8,0.2,NA,NA,NA,5.9,1.9,7.8,0.122,NA,1.7,-1.5,0.2,1.7
1974-75,31,LAL,NBA,SG,72,2668,18.4,0.511,0.265,3.5,4.4,3.9,25.7,1.7,0.1,NA,NA,NA,4.9,0.6,5.5,0.099,NA,2,-1.7,0.2,1.5
1975-76,32,LAL,NBA,SG,75,2646,17.1,0.495,0.262,3.5,4.2,3.9,23.4,2.1,0.3,NA,NA,NA,3.5,1.5,5.1,0.092,NA,0.8,-1.2,-0.4,1.1
1976-77,33,NOJ,NBA,SG,27,609,16.1,0.496,0.279,4,5.6,4.8,18.8,1.6,0.2,NA,NA,NA,0.7,0.4,1.2,0.091,NA,0.7,-1,-0.3,0.3
1977-78,34,NOJ,NBA,SG,81,2553,16.2,0.545,0.316,2.9,3.8,3.3,21.8,1.4,0.4,14.6,20.8,NA,4.9,1.4,6.3,0.118,NA,1.1,-0.8,0.3,1.5
1978-79,35,NOJ,NBA,SG,74,2130,13.1,0.499,0.24,3.2,5.1,4.2,23.5,1.9,0.3,16.4,20.1,NA,1.1,1,2.2,0.049,NA,-1.1,-1.1,-2.2,-0.1
Career,NA,,NBA,,1031,33527,16.7,0.514,0.328,3.2,4.4,4,20.6,1.8,0.3,15.4,20.5,NA,55.6,20.7,76.3,0.109,NA,1,-1.2,-0.3,6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,LAL,NBA,,687,21765,17.2,0.517,0.312,3.3,4.3,4.1,19.1,1.8,0.2,NA,NA,NA,40.9,15.5,56.4,0.124,NA,1.5,-1.5,0,4.3
3 seasons,NA,NOJ,NBA,,182,5292,14.9,0.521,0.282,3.1,4.5,3.9,22.1,1.6,0.3,15.4,20.5,NA,6.8,2.8,9.6,0.087,NA,0.2,-0.9,-0.7,1.7
2 seasons,NA,PHO,NBA,,162,6470,16.6,0.5,0.423,NA,NA,NA,24.3,NA,NA,NA,NA,NA,8,2.3,10.3,0.076,NA,NA,NA,NA,NA
