Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1965-66,22,LAL,NBA,SG,65,NA,1008,7.2,18,0.404,3.7,5.3,0.691,NA,NA,4.6,3.7,NA,NA,NA,3.7,18.2
1966-67,23,LAL,NBA,SG,77,NA,1780,7.1,15.7,0.454,5.1,6.8,0.751,NA,NA,5.1,4.2,NA,NA,NA,3.9,19.4
1967-68,24,LAL,NBA,SG,79,NA,2057,6.9,14.2,0.486,5.3,6.9,0.77,NA,NA,3.5,3.6,NA,NA,NA,4,19.1
1968-69,25,PHO,NBA,PG,81,NA,3236,8,19.4,0.411,5.5,7.4,0.747,NA,NA,4.9,5.8,NA,NA,NA,2.8,21.5
1969-70,26,PHO,NBA,PG,81,NA,3234,6.3,13.9,0.454,5.4,6.7,0.808,NA,NA,3.8,6.7,NA,NA,NA,2.8,18.1
1970-71,27,LAL,NBA,SG,79,NA,2808,7.2,15.1,0.475,3.4,4.4,0.77,NA,NA,3.3,4.9,NA,NA,NA,3.3,17.7
1971-72,28,LAL,NBA,SG,82,NA,3040,9.8,20.1,0.487,5.6,6.6,0.85,NA,NA,3.5,4.3,NA,NA,NA,2.5,25.2
1972-73,29,LAL,NBA,SG,76,NA,2697,10,21.6,0.464,4.2,5,0.84,NA,NA,3.5,4.4,NA,NA,NA,2.6,24.2
1973-74,30,LAL,NBA,SG,82,NA,3061,9.2,20.9,0.442,6,6.9,0.864,1.1,1.8,2.9,5,1.5,0.1,NA,2.7,24.4
1974-75,31,LAL,NBA,SG,72,NA,2668,8.9,19.3,0.459,4.3,5.1,0.841,1.3,1.7,3,5.7,1.4,0.1,NA,2.9,22
1975-76,32,LAL,NBA,SG,75,NA,2646,7.9,18,0.441,4,4.7,0.847,1.3,1.6,2.9,5.7,1.7,0.2,NA,3.2,19.9
1976-77,33,NOJ,NBA,SG,27,NA,609,8,18,0.446,4,5,0.8,1.5,2.1,3.6,4.4,1.3,0.1,NA,2.5,20.1
1977-78,34,NOJ,NBA,SG,81,NA,2553,7.3,14.8,0.495,3.7,4.7,0.795,1.1,1.4,2.5,5.5,1.2,0.3,2.9,2.6,18.4
1978-79,35,NOJ,NBA,SG,74,NA,2130,6.5,14.4,0.449,2.9,3.4,0.853,1.1,1.9,3.1,6,1.5,0.2,3.1,3,15.9
Career,NA,,NBA,,1031,NA,33527,8,17.5,0.456,4.6,5.7,0.807,1.2,1.7,3.5,5.2,1.4,0.2,3,3,20.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,LAL,NBA,,687,NA,21765,8.4,18.4,0.46,4.7,5.7,0.817,1.2,1.7,3.4,4.7,1.5,0.2,NA,3.1,21.6
3 seasons,NA,NOJ,NBA,,182,NA,5292,7.1,15,0.471,3.4,4.2,0.815,1.1,1.7,2.9,5.6,1.3,0.3,3,2.8,17.6
2 seasons,NA,PHO,NBA,,162,NA,6470,7.2,16.7,0.429,5.5,7,0.776,NA,NA,4.3,6.2,NA,NA,NA,2.8,19.8
