Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1965-66,22,LAL,NBA,SG,11,NA,290,5.3,11.4,0.467,3.6,5.3,0.674,NA,NA,5.2,4.1,NA,NA,NA,4.3,14.3
1966-67,23,LAL,NBA,SG,3,NA,81,4.9,13.8,0.355,4.9,8,0.611,NA,NA,4,4.4,NA,NA,NA,2.2,14.7
1967-68,24,LAL,NBA,SG,10,NA,100,8.3,16.9,0.489,5,6.5,0.778,NA,NA,5,5,NA,NA,NA,3.6,21.6
1969-70,26,PHO,NBA,PG,7,NA,265,7.6,16,0.475,4.1,4.8,0.857,NA,NA,4.3,5.2,NA,NA,NA,2.9,19.3
1970-71,27,LAL,NBA,SG,12,NA,518,7.3,17.2,0.425,6.6,7.9,0.841,NA,NA,2.6,6.3,NA,NA,NA,2.6,21.2
1971-72,28,LAL,NBA,SG,15,NA,575,8.1,18.3,0.445,6.1,6.8,0.898,NA,NA,2.4,3.1,NA,NA,NA,3.1,22.4
1972-73,29,LAL,NBA,SG,17,NA,604,8.3,18.5,0.448,3.7,4.7,0.785,NA,NA,3.6,4,NA,NA,NA,3.2,20.3
1973-74,30,LAL,NBA,SG,5,NA,189,6.7,17.1,0.389,5.3,6.3,0.848,1.3,1.7,3,5.7,1.3,0.2,NA,1.3,18.7
Career,NA,,NBA,,80,NA,2622,7.4,16.8,0.442,5,6.1,0.819,1.3,1.7,3.4,4.6,1.3,0.2,NA,3,19.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,LAL,NBA,,73,NA,2357,7.4,16.9,0.438,5.1,6.3,0.816,1.3,1.7,3.3,4.5,1.3,0.2,NA,3,20
1 season,NA,PHO,NBA,,7,NA,265,7.6,16,0.475,4.1,4.8,0.857,NA,NA,4.3,5.2,NA,NA,NA,2.9,19.3
