Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1965-66,22,LAL,NBA,SG,65,NA,1008,203,503,0.404,103,149,0.691,NA,NA,130,103,NA,NA,NA,103,509
1966-67,23,LAL,NBA,SG,77,NA,1780,352,776,0.454,253,337,0.751,NA,NA,251,210,NA,NA,NA,194,957
1967-68,24,LAL,NBA,SG,79,NA,2057,395,812,0.486,302,392,0.77,NA,NA,199,205,NA,NA,NA,228,1092
1968-69,25,PHO,NBA,PG,81,NA,3236,718,1746,0.411,495,663,0.747,NA,NA,437,518,NA,NA,NA,253,1931
1969-70,26,PHO,NBA,PG,81,NA,3234,568,1251,0.454,488,604,0.808,NA,NA,340,605,NA,NA,NA,251,1624
1970-71,27,LAL,NBA,SG,79,NA,2808,558,1174,0.475,264,343,0.77,NA,NA,260,380,NA,NA,NA,258,1380
1971-72,28,LAL,NBA,SG,82,NA,3040,826,1695,0.487,475,559,0.85,NA,NA,295,365,NA,NA,NA,210,2127
1972-73,29,LAL,NBA,SG,76,NA,2697,750,1615,0.464,314,374,0.84,NA,NA,263,332,NA,NA,NA,193,1814
1973-74,30,LAL,NBA,SG,82,NA,3061,784,1773,0.442,508,588,0.864,95,155,250,427,126,12,NA,227,2076
1974-75,31,LAL,NBA,SG,72,NA,2668,656,1429,0.459,318,378,0.841,96,123,219,420,102,6,NA,214,1630
1975-76,32,LAL,NBA,SG,75,NA,2646,583,1321,0.441,293,346,0.847,94,120,214,421,123,17,NA,238,1459
1976-77,33,NOJ,NBA,SG,27,NA,609,136,305,0.446,68,85,0.8,25,36,61,74,22,2,NA,43,340
1977-78,34,NOJ,NBA,SG,81,NA,2553,520,1050,0.495,264,332,0.795,75,102,177,388,82,22,205,186,1304
1978-79,35,NOJ,NBA,SG,74,NA,2130,382,850,0.449,174,204,0.853,68,115,183,357,90,13,185,177,938
Career,NA,,NBA,,1031,NA,33527,7431,16300,0.456,4319,5354,0.807,453,651,3279,4805,545,72,390,2775,19181
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,LAL,NBA,,687,NA,21765,5107,11098,0.46,2830,3466,0.817,285,398,2081,2863,351,35,NA,1865,13044
3 seasons,NA,NOJ,NBA,,182,NA,5292,1038,2205,0.471,506,621,0.815,168,253,421,819,194,37,390,406,2582
2 seasons,NA,PHO,NBA,,162,NA,6470,1286,2997,0.429,983,1267,0.776,NA,NA,777,1123,NA,NA,NA,504,3555
