Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1965-66,22,LAL,NBA,SG,11,NA,26.4,3.9,8.4,0.467,2.6,3.9,0.674,NA,NA,3.8,3,NA,NA,NA,3.2,10.5
1966-67,23,LAL,NBA,SG,3,NA,27,3.7,10.3,0.355,3.7,6,0.611,NA,NA,3,3.3,NA,NA,NA,1.7,11
1967-68,24,LAL,NBA,SG,10,NA,10,2.3,4.7,0.489,1.4,1.8,0.778,NA,NA,1.4,1.4,NA,NA,NA,1,6
1969-70,26,PHO,NBA,PG,7,NA,37.9,8,16.9,0.475,4.3,5,0.857,NA,NA,4.6,5.4,NA,NA,NA,3,20.3
1970-71,27,LAL,NBA,SG,12,NA,43.2,8.8,20.6,0.425,7.9,9.4,0.841,NA,NA,3.2,7.6,NA,NA,NA,3.2,25.4
1971-72,28,LAL,NBA,SG,15,NA,38.3,8.7,19.5,0.445,6.5,7.2,0.898,NA,NA,2.5,3.3,NA,NA,NA,3.3,23.8
1972-73,29,LAL,NBA,SG,17,NA,35.5,8.2,18.2,0.448,3.6,4.6,0.785,NA,NA,3.6,3.9,NA,NA,NA,3.1,20
1973-74,30,LAL,NBA,SG,5,NA,37.8,7,18,0.389,5.6,6.6,0.848,1.4,1.8,3.2,6,1.4,0.2,NA,1.4,19.6
Career,NA,,NBA,,80,NA,32.8,6.8,15.3,0.442,4.6,5.6,0.819,1.4,1.8,3.1,4.2,1.4,0.2,NA,2.7,18.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,LAL,NBA,,73,NA,32.3,6.7,15.2,0.438,4.6,5.6,0.816,1.4,1.8,3,4,1.4,0.2,NA,2.7,17.9
1 season,NA,PHO,NBA,,7,NA,37.9,8,16.9,0.475,4.3,5,0.857,NA,NA,4.6,5.4,NA,NA,NA,3,20.3
