Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005-06,22,DET,NBA,PF,26,0,159,5.2,12.2,0.426,0,0,NA,5.2,12.2,0.426,3.2,9.5,0.333,2.7,3.6,6.3,0.7,0.9,1.1,2.5,3.2,13.6
2006-07,23,DET,NBA,C,67,8,943,5,10,0.5,0,0,NA,5,10,0.5,2.7,5.2,0.526,3.4,3.7,7.1,0.5,1.1,2.3,2,4.2,12.8
2007-08,24,DET,NBA,C,82,7,1768,4.9,9.1,0.538,0,0,0,4.9,9.1,0.539,3.5,5.5,0.633,3.6,5.2,8.8,0.9,0.4,1.9,1.4,3.7,13.3
2008-09,25,DET,NBA,C,78,4,1408,4.7,8.2,0.575,0,0,0,4.7,8.2,0.577,2.1,4,0.532,4.3,4,8.3,0.6,0.6,1.6,1.2,4,11.6
2009-10,26,DET,NBA,C,76,29,1550,4.9,9.6,0.511,0,0,0,4.9,9.6,0.512,2.1,3.6,0.574,3.7,5.6,9.3,0.9,0.8,0.9,1.6,4.1,11.9
2010-11,27,DET,NBA,PF,57,14,930,3.6,7.3,0.492,0,0,NA,3.6,7.3,0.492,2,3.8,0.515,2.6,4.1,6.7,0.7,0.9,0.8,1.7,3.6,9.2
2011-12,28,DET,NBA,PF,65,42,1466,4.5,9.4,0.478,0,0,0,4.5,9.4,0.48,1.4,2.6,0.547,3.1,5.1,8.2,1,0.8,1.2,1.7,3.7,10.4
2012-13,29,DET,NBA,PF,72,71,1789,4.1,9.2,0.446,0,0,NA,4.1,9.2,0.446,1.8,2.9,0.621,2.7,5.5,8.2,1.1,0.6,1.9,1.6,3.5,10
2013-14,30,ORL,NBA,PF,34,13,488,3.5,7.7,0.448,0,0,NA,3.5,7.7,0.448,1.1,2.3,0.484,2.1,4.3,6.3,0.7,0.6,1.5,1,3.5,8
2014-15,31,CHO,NBA,PF,61,0,878,3.3,7.9,0.422,0,0,NA,3.3,7.9,0.422,1.7,2.9,0.577,3.5,4.8,8.3,0.8,0.7,1.8,1.2,3.9,8.3
Career,NA,,NBA,,618,188,11379,4.4,8.9,0.495,0,0,0,4.4,8.9,0.496,2.2,3.8,0.564,3.3,4.8,8.1,0.8,0.7,1.6,1.5,3.8,11
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,DET,NBA,,523,175,10013,4.6,9.1,0.503,0,0,0,4.6,9.1,0.504,2.3,4,0.566,3.4,4.9,8.2,0.9,0.7,1.5,1.6,3.8,11.4
1 season,NA,CHO,NBA,,61,0,878,3.3,7.9,0.422,0,0,NA,3.3,7.9,0.422,1.7,2.9,0.577,3.5,4.8,8.3,0.8,0.7,1.8,1.2,3.9,8.3
1 season,NA,ORL,NBA,,34,13,488,3.5,7.7,0.448,0,0,NA,3.5,7.7,0.448,1.1,2.3,0.484,2.1,4.3,6.3,0.7,0.6,1.5,1,3.5,8
