Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1992-93,22,CHH,NBA,C,78,78,2644,10.4,20.3,0.511,0,0.1,0,10.4,20.2,0.513,9,11.5,0.781,4.8,9.8,14.6,1.4,0.5,4.9,4.3,5.2,29.7,NA,112,106
1993-94,23,CHH,NBA,C,60,59,2018,10.4,20.6,0.505,0,0,0,10.4,20.6,0.507,10.6,13.9,0.762,4.3,10.6,14.9,2.1,0.7,4.6,4.9,5,31.4,NA,109,105
1994-95,24,CHH,NBA,C,77,77,2941,10.2,19.7,0.519,0.2,0.6,0.324,10,19.1,0.525,8.8,11.5,0.761,3.6,10,13.6,2,0.9,4,4.3,4.9,29.4,NA,110,102
1995-96,25,MIA,NBA,C,70,70,2671,11.1,21.2,0.523,0.2,0.6,0.3,10.9,20.6,0.53,9.6,14,0.685,4.3,10,14.3,3.1,1.4,3.7,5.2,4.8,32,NA,109,99
1996-97,26,MIA,NBA,C,66,65,2320,11.1,20.7,0.534,0,0.2,0.111,11.1,20.5,0.539,8.5,13.2,0.642,4.4,10.9,15.4,2.4,1.3,4.4,5.3,6.4,30.7,NA,106,95
1997-98,27,MIA,NBA,C,58,56,1939,11.3,20.6,0.551,0,0,NA,11.3,20.6,0.551,8.7,13.1,0.665,5.4,10.3,15.7,1.5,1.1,3.7,5,5.9,31.4,NA,109,99
1998-99,28,MIA,NBA,C,46,46,1753,10.5,20.5,0.511,0,0.1,0,10.5,20.4,0.513,8.9,13.7,0.652,5.4,11,16.4,2.4,1.1,5.8,4.5,5.2,29.8,NA,107,93
1999-00,29,MIA,NBA,C,79,78,2748,12.7,23.1,0.551,0,0.1,0,12.7,23,0.553,8.1,11.3,0.711,4.2,10.5,14.7,2.4,0.8,5.7,4.2,6,33.5,NA,112,96
2000-01,30,MIA,NBA,C,13,3,306,13.2,25.4,0.518,0,0.2,0,13.2,25.2,0.521,5.6,9.9,0.564,6.3,11.9,18.2,2.2,0.7,5.6,5,4.3,31.9,NA,99,93
2001-02,31,MIA,NBA,C,75,74,2455,10,19.4,0.516,0,0.1,0.333,10,19.3,0.517,6.3,9.6,0.657,4.1,10.1,14.1,1.9,0.6,4.2,4.1,5.8,26.3,NA,104,97
2003-04,33,NJN,NBA,C,12,0,215,8.2,17.7,0.465,0,0,NA,8.2,17.7,0.465,7.5,8.5,0.882,2,4.7,6.7,2,0.5,1.5,2.5,8,24,NA,109,102
2004-05,34,TOT,NBA,C-PF,37,17,702,7.6,16.2,0.472,0,0,NA,7.6,16.2,0.472,6.3,10.7,0.582,4,11.1,15.1,1.4,0.6,5.6,4.3,6.3,21.5,NA,95,98
2004-05,34,NJN,NBA,PF,18,14,457,8,17.7,0.453,0,0,NA,8,17.7,0.453,6,10.1,0.593,3.7,11.3,15,1.7,0.6,4.8,5.3,5.9,22,NA,88,98
2004-05,34,MIA,NBA,C,19,3,245,6.9,13.4,0.516,0,0,NA,6.9,13.4,0.516,6.7,11.9,0.564,4.7,10.6,15.3,0.9,0.6,7.1,2.6,6.9,20.5,NA,110,96
2005-06,35,MIA,NBA,C,65,20,1302,7.6,12.7,0.597,0,0,0,7.6,12.6,0.599,5.4,9,0.594,5,9.4,14.5,0.4,0.5,7,3.2,7.1,20.5,NA,113,98
2006-07,36,MIA,NBA,C,77,43,1572,8.1,14.4,0.56,0,0,NA,8.1,14.4,0.56,6.3,10.5,0.601,4.3,7.6,11.9,0.6,0.4,6,4.4,7.4,22.4,NA,103,102
2007-08,37,MIA,NBA,C,25,0,389,7.1,13,0.547,0,0,NA,7.1,13,0.547,6.2,10.4,0.592,4.6,8.1,12.7,1,0.5,5.7,3.4,7.7,20.4,NA,106,106
Career,NA,,NBA,,838,686,25975,10.4,19.7,0.527,0,0.2,0.247,10.3,19.5,0.53,8.2,11.9,0.692,4.4,10.1,14.5,1.9,0.8,4.8,4.5,5.7,29.1,NA,108,100
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11 seasons,NA,MIA,NBA,,593,458,17700,10.5,19.6,0.537,0,0.2,0.22,10.5,19.4,0.54,7.8,11.9,0.657,4.6,10.1,14.7,2,0.9,5,4.5,6,28.9,NA,108,97
3 seasons,NA,CHH,NBA,,215,214,7603,10.3,20.2,0.512,0.1,0.3,0.282,10.3,19.9,0.515,9.3,12.1,0.768,4.2,10.1,14.3,1.8,0.7,4.5,4.4,5.1,30,NA,110,104
2 seasons,NA,NJN,NBA,,30,14,672,8.1,17.7,0.457,0,0,NA,8.1,17.7,0.457,6.5,9.6,0.675,3.1,9.2,12.3,1.8,0.6,3.8,4.4,6.6,22.7,NA,94,99
