,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,30,MIA,NBA,C,13,306,,,,,100%,+5.0,+2.7,4,9,7,9,23,0,29,5,10
2001-02,31,MIA,NBA,C,75,2455,,,,6%,94%,+0.9,+7.1,38,50,97,52,175,0,190,36,61
2003-04,33,NJN,NBA,C,12,215,,,,28%,72%,-5.3,-8.6,0,3,12,6,12,0,17,4,8
2004-05,34,TOT,NBA,C-PF,37,702,,,,54%,46%,-3.1,-6.5,11,15,31,18,60,0,38,11,17
2004-05,34,NJN,NBA,PF,18,457,,,,70%,30%,-5.2,-4.0,8,11,16,15,36,0,30,8,13
2004-05,34,MIA,NBA,C,19,245,,,,26%,75%,+0.8,-6.9,3,4,15,3,24,0,8,3,4
2005-06,35,MIA,NBA,C,65,1302,,,,1%,99%,+10.0,+8.5,9,15,87,26,96,9,25,20,27
2006-07,36,MIA,NBA,C,77,1572,,,,2%,98%,-2.0,-2.1,10,36,102,45,146,7,43,33,40
2007-08,37,MIA,NBA,C,25,389,,,,14%,86%,-3.9,+6.2,3,10,27,7,30,3,17,4,9
Career,,,NBA,,304,6941,,,,10%,90%,+1.3,+3.2,75,138,363,163,542,19,359,113,172
,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,MIA,NBA,,274,6269,,,,5%,95%,+2.0,+4.3,67,124,335,142,494,19,312,101,151
2 seasons,,NJN,NBA,,30,672,,,,56%,44%,-5.3,-5.5,8,14,28,21,48,0,47,12,21
