Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1988-89,32,UTA,NBA,C,1,0,9:00,0,0,NA,0,0,NA,0,0,NA,0,5,0,0,2,0,1,0
Career,NA,,NBA,,1,0,9,0,0,NA,0,0,NA,0,0,NA,0,5,0,0,2,0,1,0
