Season,Team,Lg,Salary
2001-02,Dallas Mavericks,NBA,"$465,850"
2002-03,Los Angeles Clippers,NBA,"$1,900,000"
2003-04,Los Angeles Clippers,NBA,"$2,090,000"
2003-04,Miami Heat,NBA,"$530,943"
2004-05,Miami Heat,NBA,"$745,046"
Career,(may be incomplete),,"$5,731,839"
