Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1959-60,23,SYR,NBA,SG,57,NA,1235,289,701,0.412,128,180,0.711,NA,NA,155,160,NA,NA,98,706
1960-61,24,SYR,NBA,SG,78,NA,2070,540,1194,0.452,240,337,0.712,NA,NA,283,218,NA,NA,169,1320
1962-63,26,LAL,NBA,SG,80,NA,2544,547,1162,0.471,343,421,0.815,NA,NA,242,224,NA,NA,189,1437
1963-64,27,LAL,NBA,SG,78,NA,2620,541,1197,0.452,351,454,0.773,NA,NA,250,238,NA,NA,233,1433
1964-65,28,LAL,NBA,SG,74,NA,2026,375,908,0.413,270,338,0.799,NA,NA,200,159,NA,NA,209,1020
1965-66,29,NYK,NBA,SG,75,NA,2589,631,1344,0.469,467,605,0.772,NA,NA,310,259,NA,NA,235,1729
1966-67,30,NYK,NBA,SG,67,NA,1969,454,949,0.478,231,295,0.783,NA,NA,226,161,NA,NA,185,1139
1967-68,31,NYK,NBA,SG,81,NA,2488,559,1159,0.482,343,440,0.78,NA,NA,238,242,NA,NA,222,1461
1968-69,32,NYK,NBA,SG,82,NA,2953,565,1220,0.463,312,403,0.774,NA,NA,251,291,NA,NA,239,1442
1969-70,33,NYK,NBA,SG,82,NA,2772,494,1039,0.475,232,325,0.714,NA,NA,221,298,NA,NA,220,1220
1970-71,34,NYK,NBA,SG,82,NA,2843,540,1184,0.456,193,278,0.694,NA,NA,238,225,NA,NA,232,1273
1971-72,35,NYK,NBA,SG,79,NA,2256,401,918,0.437,162,215,0.753,NA,NA,153,198,NA,NA,229,964
1972-73,36,NYK,NBA,SG,51,NA,514,88,226,0.389,16,30,0.533,NA,NA,41,50,NA,NA,52,192
1973-74,37,NYK,NBA,SG,5,NA,58,10,26,0.385,2,3,0.667,1,3,4,6,1,0,2,22
Career,NA,,NBA,,971,NA,28937,6034,13227,0.456,3290,4324,0.761,1,3,2812,2729,1,0,2514,15358
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,NYK,NBA,,604,NA,18442,3742,8065,0.464,1958,2594,0.755,1,3,1682,1730,1,0,1616,9442
3 seasons,NA,LAL,NBA,,232,NA,7190,1463,3267,0.448,964,1213,0.795,NA,NA,692,621,NA,NA,631,3890
2 seasons,NA,SYR,NBA,,135,NA,3305,829,1895,0.437,368,517,0.712,NA,NA,438,378,NA,NA,267,2026
