Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1959-60,23,SYR,NBA,SG,57,NA,1235,8.4,20.4,0.412,3.7,5.2,0.711,NA,NA,4.5,4.7,NA,NA,2.9,20.6
1960-61,24,SYR,NBA,SG,78,NA,2070,9.4,20.8,0.452,4.2,5.9,0.712,NA,NA,4.9,3.8,NA,NA,2.9,23
1962-63,26,LAL,NBA,SG,80,NA,2544,7.7,16.4,0.471,4.9,6,0.815,NA,NA,3.4,3.2,NA,NA,2.7,20.3
1963-64,27,LAL,NBA,SG,78,NA,2620,7.4,16.4,0.452,4.8,6.2,0.773,NA,NA,3.4,3.3,NA,NA,3.2,19.7
1964-65,28,LAL,NBA,SG,74,NA,2026,6.7,16.1,0.413,4.8,6,0.799,NA,NA,3.6,2.8,NA,NA,3.7,18.1
1965-66,29,NYK,NBA,SG,75,NA,2589,8.8,18.7,0.469,6.5,8.4,0.772,NA,NA,4.3,3.6,NA,NA,3.3,24
1966-67,30,NYK,NBA,SG,67,NA,1969,8.3,17.4,0.478,4.2,5.4,0.783,NA,NA,4.1,2.9,NA,NA,3.4,20.8
1967-68,31,NYK,NBA,SG,81,NA,2488,8.1,16.8,0.482,5,6.4,0.78,NA,NA,3.4,3.5,NA,NA,3.2,21.1
1968-69,32,NYK,NBA,SG,82,NA,2953,6.9,14.9,0.463,3.8,4.9,0.774,NA,NA,3.1,3.5,NA,NA,2.9,17.6
1969-70,33,NYK,NBA,SG,82,NA,2772,6.4,13.5,0.475,3,4.2,0.714,NA,NA,2.9,3.9,NA,NA,2.9,15.8
1970-71,34,NYK,NBA,SG,82,NA,2843,6.8,15,0.456,2.4,3.5,0.694,NA,NA,3,2.8,NA,NA,2.9,16.1
1971-72,35,NYK,NBA,SG,79,NA,2256,6.4,14.6,0.437,2.6,3.4,0.753,NA,NA,2.4,3.2,NA,NA,3.7,15.4
1972-73,36,NYK,NBA,SG,51,NA,514,6.2,15.8,0.389,1.1,2.1,0.533,NA,NA,2.9,3.5,NA,NA,3.6,13.4
1973-74,37,NYK,NBA,SG,5,NA,58,6.2,16.1,0.385,1.2,1.9,0.667,0.6,1.9,2.5,3.7,0.6,0,1.2,13.7
Career,NA,,NBA,,971,NA,28937,7.5,16.5,0.456,4.1,5.4,0.761,0.6,1.9,3.5,3.4,0.6,0,3.1,19.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,NYK,NBA,,604,NA,18442,7.3,15.7,0.464,3.8,5.1,0.755,0.6,1.9,3.3,3.4,0.6,0,3.2,18.4
3 seasons,NA,LAL,NBA,,232,NA,7190,7.3,16.4,0.448,4.8,6.1,0.795,NA,NA,3.5,3.1,NA,NA,3.2,19.5
2 seasons,NA,SYR,NBA,,135,NA,3305,9,20.6,0.437,4,5.6,0.712,NA,NA,4.8,4.1,NA,NA,2.9,22.1
