,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,TOV,PF,PTS
1968-69,25,TOT,ABA,,13,,3,,,,11,18,,,,,,,28
1968-69,25,DLC,ABA,,13,,1,,,,11,18,,,,,,,28
1968-69,25,HSM,ABA,,8,,3,,,,5,7,,,,,,,20
Career,,,,,13,,3,,,,11,18,,,,,,,28
1 Season,,DLC,ABA,,13,,1,,,,11,18,,,,,,,28
1 Season,,HSM,ABA,,8,,3,,,,5,7,,,,,,,20
