Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1968-69,25,TOT,ABA,PG,59,NA,16.8,2.5,6.5,0.382,0.1,0.4,0.24,2.4,6.1,0.392,0.39,2.4,3.7,0.648,1.1,1.4,2.5,1.4,2.5,2.8,7.5
1968-69,25,DLC,ABA,PG,46,NA,17.9,2.5,6.8,0.373,0,0.2,0.182,2.5,6.5,0.38,0.376,2.6,3.9,0.659,1,1.5,2.5,1.5,2.5,2.7,7.7
1968-69,25,HSM,ABA,PG,13,NA,13.1,2.4,5.7,0.419,0.3,1.1,0.286,2.1,4.6,0.45,0.446,1.7,2.8,0.595,1.4,1.2,2.5,1.2,2.4,3.1,6.8
Career,NA,,ABA,,59,NA,16.8,2.5,6.5,0.382,0.1,0.4,0.24,2.4,6.1,0.392,0.39,2.4,3.7,0.648,1.1,1.4,2.5,1.4,2.5,2.8,7.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,DLC,ABA,,46,NA,17.9,2.5,6.8,0.373,0,0.2,0.182,2.5,6.5,0.38,0.376,2.6,3.9,0.659,1,1.5,2.5,1.5,2.5,2.7,7.7
1 season,NA,HSM,ABA,,13,NA,13.1,2.4,5.7,0.419,0.3,1.1,0.286,2.1,4.6,0.45,0.446,1.7,2.8,0.595,1.4,1.2,2.5,1.2,2.4,3.1,6.8
