Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1968-69,25,TOT,ABA,PG,59,NA,993,5.3,14,0.382,0.2,0.9,0.24,5.1,13.1,0.392,5.1,7.8,0.648,2.2,3.1,5.3,3,5.3,6,16
1968-69,25,DLC,ABA,PG,46,NA,823,5.1,13.6,0.373,0.1,0.5,0.182,5,13.1,0.38,5.2,7.8,0.659,1.9,3.1,5,3,5,5.5,15.4
1968-69,25,HSM,ABA,PG,13,NA,170,6.6,15.7,0.419,0.8,3,0.286,5.7,12.7,0.45,4.7,7.8,0.595,3.8,3.2,7,3.2,6.6,8.5,18.6
Career,NA,,ABA,,59,NA,993,5.3,14,0.382,0.2,0.9,0.24,5.1,13.1,0.392,5.1,7.8,0.648,2.2,3.1,5.3,3,5.3,6,16
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,DLC,ABA,,46,NA,823,5.1,13.6,0.373,0.1,0.5,0.182,5,13.1,0.38,5.2,7.8,0.659,1.9,3.1,5,3,5,5.5,15.4
1 season,NA,HSM,ABA,,13,NA,170,6.6,15.7,0.419,0.8,3,0.286,5.7,12.7,0.45,4.7,7.8,0.595,3.8,3.2,7,3.2,6.6,8.5,18.6
