,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1996-97,22,NJN,NBA,48:00,14,27,6,13,9,18,9,12,4,6,8,9,6,3,5,6,40,35.9
1997-98,23,NJN,NBA,49:31,12,24,5,8,10,20,8,9,6,11,13,7,4,4,5,5,31,26.7
1998-99,24,NJN,NBA,49:55,11,23,5,7,8,18,8,9,4,7,11,8,6,2,4,5,31,23.7
1999-00,25,NJN,NBA,44:36,10,22,4,9,8,15,13,15,4,7,8,7,5,3,3,5,33,27.7
2001-02,27,NJN,NBA,43:27,12,19,5,8,9,16,6,8,6,7,9,8,4,3,5,4,30,25.0
2002-03,28,NJN,NBA,42:14,12,18,5,9,10,14,8,10,4,10,11,7,4,3,3,6,35,32.8
2003-04,29,NJN,NBA,43:19,13,22,4,9,12,17,7,8,6,9,9,8,5,2,4,5,34,30.1
2004-05,30,LAC,NBA,37:43,7,15,2,5,6,11,2,3,1,7,7,6,3,2,2,3,15,12.5
Career,,,,49:55,14,27,6,13,12,20,13,15,6,11,13,9,6,4,5,6,40,35.9
7 Seasons,,NJN,NBA,49:55,14,27,6,13,12,20,13,15,6,11,13,9,6,4,5,6,40,35.9
1 Season,,LAC,NBA,37:43,7,15,2,5,6,11,2,3,1,7,7,6,3,2,2,3,15,12.5
