,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1967-68,23,BAL,NBA,,2,3,0,0,2,0,2,4
Career,,,,,2,3,0,0,2,0,2,4
