Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1971-72,23,DET,NBA,SG,48,322,12.6,0.414,NA,0.316,NA,NA,6.9,18.6,NA,NA,NA,NA,NA,-0.5,0.1,-0.5,-0.074
1972-73,24,MMT,ABA,SG,30,386,13.9,0.508,0.05,0.403,4.4,5.4,4.9,26.1,NA,NA,18,22.9,NA,0.3,0.1,0.4,0.05
Career,NA,,TOT,,78,708,13.3,0.459,0.024,0.357,4.4,5.4,5.8,22.7,NA,NA,18,22.9,NA,-0.3,0.2,-0.1,-0.007
,NA,,NBA,,48,322,12.6,0.414,NA,0.316,NA,NA,6.9,18.6,NA,NA,NA,NA,NA,-0.5,0.1,-0.5,-0.074
,NA,,ABA,,30,386,13.9,0.508,0.05,0.403,4.4,5.4,4.9,26.1,NA,NA,18,22.9,NA,0.3,0.1,0.4,0.05
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,DET,NBA,,48,322,12.6,0.414,NA,0.316,NA,NA,6.9,18.6,NA,NA,NA,NA,NA,-0.5,0.1,-0.5,-0.074
1 season,NA,MMT,ABA,,30,386,13.9,0.508,0.05,0.403,4.4,5.4,4.9,26.1,NA,NA,18,22.9,NA,0.3,0.1,0.4,0.05
