,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1984-85,22,UTA,NBA,,5,8,0,1,5,8,9,10,2,4,5,10,4,1,5,5,13,17.9
1985-86,23,UTA,NBA,,4,6,1,1,3,5,6,7,2,2,3,5,3,0,2,4,11,15.0
1986-87,24,UTA,NBA,,6,9,2,2,5,7,3,5,2,5,5,13,6,1,3,5,15,21.0
1987-88,25,UTA,NBA,,10,16,2,3,9,16,16,19,2,7,9,24,5,1,6,5,29,36.0
1988-89,26,UTA,NBA,,13,21,2,2,12,19,7,8,1,4,5,16,6,2,5,5,34,37.3
1989-90,27,UTA,NBA,,8,18,1,5,7,15,5,6,1,6,6,19,3,0,4,5,22,24.8
1990-91,28,UTA,NBA,,9,15,3,6,8,12,8,10,2,6,6,16,4,1,7,5,23,27.7
1991-92,29,UTA,NBA,,9,19,3,8,7,11,8,13,2,6,8,21,5,1,7,5,24,25.5
1992-93,30,UTA,NBA,,8,14,3,5,5,9,6,7,2,3,5,15,4,0,6,5,19,17.8
1993-94,31,UTA,NBA,,11,19,1,6,11,17,7,9,2,6,6,18,4,3,7,5,24,25.4
1994-95,32,UTA,NBA,,12,19,2,6,10,15,4,4,2,4,5,13,2,1,6,5,28,24.8
1995-96,33,UTA,NBA,,9,15,2,4,7,12,8,8,3,5,8,23,4,3,7,5,22,23.5
1996-97,34,UTA,NBA,43:48,11,19,3,6,10,16,12,12,3,7,8,17,5,2,7,5,26,28.9
1997-98,35,UTA,NBA,38:00,9,14,2,4,9,13,8,10,3,4,5,13,5,1,5,5,24,24.0
1998-99,36,UTA,NBA,36:37,7,13,1,3,7,12,10,11,3,5,6,14,3,1,5,5,17,15.6
1999-00,37,UTA,NBA,40:42,9,12,2,4,7,9,5,6,2,5,7,15,3,1,4,5,21,23.2
2000-01,38,UTA,NBA,42:25,6,11,0,2,6,9,9,11,3,9,11,18,4,2,3,5,17,22.3
2001-02,39,UTA,NBA,38:55,5,12,1,4,4,9,5,5,1,4,5,12,4,1,5,6,15,17.7
2002-03,40,UTA,NBA,34:08,5,10,0,1,5,9,9,9,2,5,5,7,2,1,5,5,15,17.0
Career,,,,43:48,13,21,3,8,12,19,16,19,3,9,11,24,6,3,7,6,34,37.3
