Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1979-80,26,PHO,NBA,C,8,NA,146,6.2,14.4,0.432,0,0.3,0,6.2,14.1,0.442,2.9,3.3,0.9,4.6,7.2,11.8,7.2,2.9,2.3,3.3,5.6,15.4,NA,104,104
1980-81,27,PHO,NBA,C,7,NA,113,4.6,11.6,0.4,0,0.5,0,4.6,11.1,0.417,4.2,6.5,0.643,6,10.2,16.2,6,2.8,1.4,6.5,5.6,13.4,NA,86,91
1981-82,28,PHO,NBA,C,7,NA,191,6.6,13.2,0.5,0,0,NA,6.6,13.2,0.5,3.4,4.9,0.7,4.4,7.3,11.7,7.3,1.5,0.7,2.9,6.1,16.6,NA,114,113
1983-84,30,UTA,NBA,C,11,NA,201,3.6,6.4,0.556,0,0,NA,3.6,6.4,0.556,6,6.9,0.862,4.5,9.3,13.8,5.2,2.1,1.4,4,10,13.1,NA,118,106
1984-85,31,UTA,NBA,C,9,5,174,4.7,9.9,0.474,0,0,NA,4.7,9.9,0.474,3.4,3.9,0.867,6.5,8.3,14.8,3.6,1.8,1.3,3.6,8.3,12.7,NA,106,104
1985-86,32,SAC,NBA,C,3,0,35,4.4,13.1,0.333,0,0,NA,4.4,13.1,0.333,7.3,8.7,0.833,8.7,8.7,17.5,5.8,2.9,0,2.9,7.3,16,NA,114,113
Career,NA,,NBA,,45,5,860,5.1,10.9,0.467,0,0.1,0,5.1,10.8,0.472,4.2,5.2,0.798,5.3,8.4,13.6,5.8,2.2,1.3,3.8,7.4,14.3,NA,107,105
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,PHO,NBA,,22,NA,450,6,13.2,0.455,0,0.2,0,6,13,0.463,3.4,4.7,0.727,4.8,7.9,12.8,7,2.3,1.4,3.9,5.8,15.5,NA,104,105
2 seasons,NA,UTA,NBA,,20,5,375,4.1,8.1,0.508,0,0,NA,4.1,8.1,0.508,4.7,5.5,0.864,5.5,8.8,14.3,4.5,2,1.4,3.9,9.2,12.9,NA,112,105
1 season,NA,SAC,NBA,,3,0,35,4.4,13.1,0.333,0,0,NA,4.4,13.1,0.333,7.3,8.7,0.833,8.7,8.7,17.5,5.8,2.9,0,2.9,7.3,16,NA,114,113
