,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1972-73,22,BOS,NBA,,6,,,,,,7,7,,,,,,,,,17,
1973-74,23,BOS,NBA,,13,,,,,,9,11,,,,,,,,,28,
1974-75,24,BOS,NBA,,13,,,,,,9,12,,,,,,,,,27,
1975-76,25,PHO,NBA,,15,25,,,,,13,15,4,7,10,11,6,3,,6,39,
1976-77,26,PHO,NBA,,16,31,,,,,10,13,,,7,12,,,,,40,
1977-78,27,PHO,NBA,,20,35,,,,,12,14,,,6,13,,,,5,48,
1978-79,28,PHO,NBA,,17,30,,,,,13,14,2,4,5,14,5,3,7,6,43,39.7
1979-80,29,PHO,NBA,,18,30,2,6,17,28,11,13,,,6,11,6,3,8,4,49,
1980-81,30,SEA,NBA,,13,,2,,,,10,12,,,,,,,,,32,
1981-82,31,NYK,NBA,,8,16,1,,8,,7,9,,,4,11,,,,,19,
1982-83,32,NYK,NBA,,9,16,2,,9,,11,12,,,,13,,,,,25,
1983-84,33,PHO,NBA,,7,12,1,3,6,11,8,9,1,3,3,7,5,1,3,5,22,21.3
Career,,,,,20,,,,,,13,15,,,,,,,,,49,
6 Seasons,,PHO,NBA,,20,35,,,17,,13,15,,,10,14,,,,,49,
3 Seasons,,BOS,NBA,,13,,,,,,9,12,,,,,,,,,28,
2 Seasons,,NYK,NBA,,9,16,2,,9,,11,12,,,,13,,,,,25,
1 Season,,SEA,NBA,,13,,2,,,,10,12,,,,,,,,,32,
