Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Dennis Wuycik,,1.4,0.9,-0.1
Travis Outlaw,92.9,1.4,0.9,0
Brian Rowsom,89.8,1.5,1,0
Al Harrington,87.4,1.2,1,-0.2
Lonny Baxter,86.8,1.5,0.9,-0.2
Shawne Williams,85.9,1.4,0.7,0
Kevin Loder,85.4,1.5,0.9,0.1
Greg Kelser,84.7,1.4,0.8,0
Alec Kessler,83.3,1.2,0.8,-0.1
Jeff Ayres,83.1,1.3,1,0.3
Adrian Branch,82.6,1.5,0.7,-0.1
