,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,25,CHH,NBA,SF,42,469,,,53%,46%,1%,+3.1,+0.7,10,6,24,6,23,0,50,3,7
2001-02,26,CHH,NBA,SF,79,1912,,1%,79%,20%,,-0.3,-2.7,40,19,55,16,69,0,202,15,43
2002-03,27,NYK,NBA,SF,38,405,,,71%,29%,,-5.2,-3.9,14,8,19,5,24,0,58,5,14
2003-04,28,TOT,NBA,PF-SF,57,780,,,44%,52%,5%,-13.4,-8.7,17,13,43,8,28,0,81,8,16
2003-04,28,ATL,NBA,PF,27,300,,,1%,88%,11%,-16.6,-12.9,4,9,20,5,8,0,37,1,12
2003-04,28,ORL,NBA,SF,8,83,,,29%,69%,2%,+1.7,+9.7,0,0,4,0,3,0,10,1,1
2003-04,28,CLE,NBA,SF,22,397,,,80%,20%,,-14.0,-12.1,13,4,19,3,17,0,34,6,3
2004-05,29,NOH,NBA,SF,68,2017,,3%,74%,24%,,-8.8,-1.1,49,28,67,17,70,0,234,8,60
2005-06,30,PHI,NBA,PF,22,237,,,6%,77%,17%,-0.7,+1.3,2,2,11,5,9,1,16,3,4
Career,,,NBA,,306,5820,,1%,67%,30%,1%,-5.1,-2.6,132,76,219,57,223,1,641,42,144
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,CHH,NBA,,121,2381,,1%,74%,25%,,+0.3,-2.0,50,25,79,22,92,0,252,18,50
1 season,,NOH,NBA,,68,2017,,3%,74%,24%,,-8.8,-1.1,49,28,67,17,70,0,234,8,60
1 season,,NYK,NBA,,38,405,,,71%,29%,,-5.2,-3.9,14,8,19,5,24,0,58,5,14
1 season,,ATL,NBA,,27,300,,,1%,88%,11%,-16.6,-12.9,4,9,20,5,8,0,37,1,12
1 season,,CLE,NBA,,22,397,,,80%,20%,,-14.0,-12.1,13,4,19,3,17,0,34,6,3
1 season,,PHI,NBA,,22,237,,,6%,77%,17%,-0.7,+1.3,2,2,11,5,9,1,16,3,4
1 season,,ORL,NBA,,8,83,,,29%,69%,2%,+1.7,+9.7,0,0,4,0,3,0,10,1,1
