,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2005-06,23,TOR,NBA,SF,80,1581,,19%,77%,4%,,-4.5,-1.6,24,27,110,31,66,16,142,13,27
2006-07,24,TOR,NBA,SF,79,1319,,2%,87%,10%,,+3.1,+2.9,9,17,84,16,61,13,114,16,26
2007-08,25,TOR,NBA,SF,38,331,,26%,59%,15%,,+1.2,-2.4,3,9,27,7,21,7,33,1,12
2008-09,26,TOR,NBA,SF,78,1541,,11%,67%,22%,,-3.8,-1.4,20,15,83,24,76,12,111,20,37
2009-10,27,DEN,NBA,SF,63,759,,5%,85%,10%,,-3.3,-9.3,9,15,49,16,39,10,52,7,18
2010-11,28,CLE,NBA,SF,39,586,,1%,73%,25%,,-8.7,+0.9,12,5,43,7,17,6,43,5,8
Career,,,NBA,,377,6117,,10%,76%,13%,,-2.6,-1.3,77,88,396,101,280,64,495,62,128
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,TOR,NBA,,275,4772,,12%,75%,12%,,-1.8,-0.3,56,68,304,78,224,48,400,50,102
1 season,,DEN,NBA,,63,759,,5%,85%,10%,,-3.3,-9.3,9,15,49,16,39,10,52,7,18
1 season,,CLE,NBA,,39,586,,1%,73%,25%,,-8.7,+0.9,12,5,43,7,17,6,43,5,8
