,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2005-06,23,TOR,NBA,SF,80,1581,.478,11.9,.790,.283,.164,.145,.198,.210,.517,.641,.559,.467,.341,.333,.621,.065,24,.966,.517,.378,1,0
2006-07,24,TOR,NBA,SF,79,1319,.495,11.0,.920,.353,.101,.129,.338,.080,.513,.693,.333,.420,.412,.290,.699,.095,31,.889,.387,.333,2,0
2007-08,25,TOR,NBA,SF,38,331,.434,10.1,.973,.336,.159,.133,.345,.027,.427,.500,.389,.533,.333,.667,.809,.080,9,.500,.000,,0,0
2008-09,26,TOR,NBA,SF,78,1541,.481,8.4,.967,.415,.198,.125,.229,.033,.491,.603,.432,.417,.382,.188,.662,.110,49,.667,.375,.167,4,0
2009-10,27,DEN,NBA,SF,63,759,.520,8.6,.936,.426,.153,.119,.238,.064,.545,.663,.581,.250,.458,.154,.641,.104,21,1.000,.462,.167,0,0
2010-11,28,CLE,NBA,SF,39,586,.458,13.3,.832,.190,.190,.179,.274,.168,.490,.676,.412,.406,.469,.300,.575,.011,2,1.000,.533,.563,1,0
Career,,,NBA,,377,6117,.483,10.4,.899,.344,.160,.136,.258,.101,.503,.637,.460,.419,.397,.300,.660,.084,136,.926,.472,.376,8,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,TOR,NBA,,275,4772,.480,10.3,.902,.352,.158,.133,.259,.098,.498,.629,.450,.443,.378,.314,.673,.090,113,.907,.460,.349,7,0
1 season,,DEN,NBA,,63,759,.520,8.6,.936,.426,.153,.119,.238,.064,.545,.663,.581,.250,.458,.154,.641,.104,21,1.000,.462,.167,0,0
1 season,,CLE,NBA,,39,586,.458,13.3,.832,.190,.190,.179,.274,.168,.490,.676,.412,.406,.469,.300,.575,.011,2,1.000,.533,.563,1,0
