,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,22,OKC,NBA,PG,11,368,96%,4%,,,,-4.9,-17.9,5,7,12,6,11,0,94,1,5
2013-14,23,OKC,NBA,PG,19,531,34%,66%,,,,-0.4,+2.1,16,10,18,7,14,2,106,0,9
2015-16,25,DET,NBA,PG,4,147,100%,,,,,-4.1,+25.5,1,9,4,0,3,0,82,2,2
2018-19,28,DET,NBA,PG,4,108,94%,6%,,,,-25.1,-1.2,5,0,3,0,3,3,68,0,3
Career,,,NBA,,38,1154,68%,32%,,,,-4.6,-1.6,27,26,37,13,31,5,350,3,19
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,OKC,NBA,,30,899,59%,41%,,,,-2.2,-6.1,21,17,30,13,25,2,200,1,14
2 seasons,,DET,NBA,,8,255,98%,2%,,,,-13.0,+14.2,6,9,7,0,6,3,150,2,5
