,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2012-13,22,OKC,NBA,PG,11,368,.479,12.6,.639,.277,.227,.076,.059,.361,.579,.727,.444,.556,.429,.302,.250,.034,3,.923,.395,.412,0,0
2013-14,23,OKC,NBA,PG,19,531,.466,13.6,.671,.342,.143,.075,.112,.329,.500,.673,.304,.417,.278,.396,.241,.025,4,.762,.208,.455,5,0
2015-16,25,DET,NBA,PG,4,147,.455,12.8,.673,.327,.145,.073,.127,.327,.595,.722,.500,.250,.571,.167,.045,.018,1,.667,.056,.000,0,0
2018-19,28,DET,NBA,PG,4,108,.431,13.7,.677,.200,.200,.185,.092,.323,.432,.462,.308,.583,.333,.429,.105,.031,1,.778,.429,.667,0,0
Career,,,NBA,,38,1154,.463,13.2,.663,.298,.178,.093,.095,.338,.525,.672,.380,.486,.368,.341,.194,.028,9,.804,.281,.474,5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,OKC,NBA,,30,899,.471,13.2,.657,.314,.179,.075,.089,.343,.533,.693,.380,.476,.320,.354,.245,.029,7,.824,.292,.429,5,0
2 seasons,,DET,NBA,,8,255,.442,13.3,.675,.258,.175,.133,.108,.325,.506,.613,.381,.500,.462,.308,.073,.025,2,.750,.256,.600,0,0
