Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014-15,20,ORL,NBA,PG,82,63,2489,301,708,0.425,11,42,0.262,290,666,0.435,0.433,118,214,0.551,107,242,349,533,142,20,203,193,731
2015-16,21,ORL,NBA,PG,73,69,2145,318,730,0.436,30,92,0.326,288,638,0.451,0.456,112,190,0.589,77,184,261,468,89,20,177,159,778
2016-17,22,ORL,NBA,PG,82,58,2412,430,912,0.471,40,146,0.274,390,766,0.509,0.493,146,211,0.692,89,298,387,529,88,40,178,177,1046
2017-18,23,TOT,NBA,PG,63,63,1808,329,667,0.493,30,92,0.326,299,575,0.52,0.516,109,168,0.649,64,210,274,393,83,22,168,147,797
2017-18,23,ORL,NBA,PG,44,44,1257,238,458,0.52,25,67,0.373,213,391,0.545,0.547,72,114,0.632,47,127,174,275,64,16,114,97,573
2017-18,23,PHO,NBA,PG,19,19,551,91,209,0.435,5,25,0.2,86,184,0.467,0.447,37,54,0.685,17,83,100,118,19,6,54,50,224
2018-19,24,NOP,NBA,PG,42,42,1250,179,412,0.434,33,105,0.314,146,307,0.476,0.475,55,74,0.743,49,171,220,320,44,17,112,81,446
2019-20,25,NYK,NBA,PG,45,36,1246,193,440,0.439,14,69,0.203,179,371,0.482,0.455,49,86,0.57,52,160,212,323,70,17,96,89,449
Career,NA,,NBA,,387,331,11350,1750,3869,0.452,158,546,0.289,1592,3323,0.479,0.473,589,943,0.625,438,1265,1703,2566,516,136,934,846,4247
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,ORL,NBA,,281,234,8303,1287,2808,0.458,106,347,0.305,1181,2461,0.48,0.477,448,729,0.615,320,851,1171,1805,383,96,672,626,3128
1 season,NA,NYK,NBA,,45,36,1246,193,440,0.439,14,69,0.203,179,371,0.482,0.455,49,86,0.57,52,160,212,323,70,17,96,89,449
1 season,NA,NOP,NBA,,42,42,1250,179,412,0.434,33,105,0.314,146,307,0.476,0.475,55,74,0.743,49,171,220,320,44,17,112,81,446
1 season,NA,PHO,NBA,,19,19,551,91,209,0.435,5,25,0.2,86,184,0.467,0.447,37,54,0.685,17,83,100,118,19,6,54,50,224
