,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2014-15,20,ORL,NBA,PG,82,2489,97%,3%,,,,-3.4,+7.1,117,45,81,19,92,11,1202,18,101
2015-16,21,ORL,NBA,PG,73,2145,93%,7%,,,,-1.5,+0.4,83,58,54,12,82,7,1051,28,87
2016-17,22,ORL,NBA,PG,82,2412,76%,24%,1%,,,-3.1,+10.0,95,51,72,7,88,10,1206,28,99
2017-18,23,TOT,NBA,PG,63,1808,92%,8%,,,,-11.9,-6.0,93,38,61,10,81,6,932,27,56
2017-18,23,ORL,NBA,PG,44,1257,90%,11%,,,,-7.6,-3.9,56,30,43,7,53,6,658,16,32
2017-18,23,PHO,NBA,PG,19,551,98%,2%,,,,-21.4,-13.7,37,8,18,3,28,0,274,11,24
2018-19,24,NOP,NBA,PG,42,1250,100%,1%,,,,-2.3,-1.4,71,27,27,6,31,7,743,10,46
2019-20,25,NYK,NBA,PG,45,1246,100%,,,,,-3.7,+4.4,64,20,38,3,45,7,737,11,45
Career,,,NBA,,387,11350,92%,8%,,,,-4.2,+3.1,523,239,333,57,419,48,5871,122,434
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,ORL,NBA,,281,8303,89%,11%,,,,-3.4,+4.6,351,184,250,45,315,34,4117,90,319
1 season,,NYK,NBA,,45,1246,100%,,,,,-3.7,+4.4,64,20,38,3,45,7,737,11,45
1 season,,NOP,NBA,,42,1250,100%,1%,,,,-2.3,-1.4,71,27,27,6,31,7,743,10,46
1 season,,PHO,NBA,,19,551,98%,2%,,,,-21.4,-13.7,37,8,18,3,28,0,274,11,24
