Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Žarko Čabarkapa,,1.3,0.3,-0.4
Steve Mix,84.7,1.3,0.4,-0.3
Jeffery Taylor,81.9,1.2,0.3,-0.2
Joe Ellis,81.8,1.3,0.4,-0.3
Tony Campbell,72.8,1.4,0.4,-0.3
Kris Humphries,68.6,1.5,0.2,-0.3
Monty Williams,66.2,1.2,0.3,-0.1
Roy Rogers,65.6,1.4,0.4,-0.1
Gary Gregor,63.5,1.1,0.5,-0.4
Tom Workman,63.5,1.3,0.4,0.1
Corey Brewer,61.7,1,0.3,-0.2
