,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2003-04,22,PHO,NBA,PF,49,570,,,2%,53%,45%,-12.8,-10.1,22,12,25,10,26,0,84,9,15
2004-05,23,TOT,NBA,PF,40,475,,,4%,90%,7%,+4.0,+1.5,11,7,27,2,29,0,57,5,10
2004-05,23,PHO,NBA,PF,3,11,,,,100%,,+64.9,+57.6,0,0,0,0,1,0,0,1,2
2004-05,23,GSW,NBA,PF,37,464,,,4%,89%,7%,+2.6,+5.7,11,7,27,2,28,0,57,4,8
2005-06,24,GSW,NBA,PF,61,505,,,3%,56%,41%,-11.2,-10.8,9,10,37,8,38,3,44,5,16
Career,,,NBA,,150,1550,,,3%,65%,32%,-7.1,-6.8,42,29,89,20,93,3,185,19,41
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,GSW,NBA,,98,969,,,3%,72%,25%,-4.6,-2.9,20,17,64,10,66,3,101,9,24
2 seasons,,PHO,NBA,,52,581,,,2%,54%,44%,-11.3,-8.9,22,12,25,10,27,0,84,10,17
