Season,Team,Lg,Salary
1995-96,Indiana Pacers,NBA,"$200,000"
1996-97,Indiana Pacers,NBA,"$297,000"
1997-98,Indiana Pacers,NBA,"$356,400"
1998-99,Indiana Pacers,NBA,"$600,000"
1999-00,Chicago Bulls,NBA,"$800,000"
2000-01,Chicago Bulls,NBA,"$880,000"
2001-02,Chicago Bulls,NBA,"$1,600,000"
2002-03,Chicago Bulls,NBA,"$1,400,000"
2003-04,Minnesota Timberwolves,NBA,"$938,679"
2004-05,Minnesota Timberwolves,NBA,"$1,600,000"
2005-06,Minnesota Timberwolves,NBA,"$1,760,000"
Career,(may be incomplete),,"$10,432,079"
