Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1976-77,21,BOS,NBA,SF,1,NA,3,24,24,1,0,0,NA,0,0,0,0,0,0,NA,0,48
Career,NA,,NBA,,1,NA,3,24,24,1,0,0,NA,0,0,0,0,0,0,NA,0,48
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,BOS,NBA,,1,NA,3,24,24,1,0,0,NA,0,0,0,0,0,0,NA,0,48
