,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1976-77,21,BOS,NBA,,4,,3,4,,,,,,,,,10,
1977-78,22,DEN,NBA,,1,2,0,0,1,2,3,1,0,0,0,3,2,3.3
Career,,,,,4,,3,4,,,,,,,,,10,
1 Season,,BOS,NBA,,4,,3,4,,,,,,,,,10,
1 Season,,DEN,NBA,,1,2,0,0,1,2,3,1,0,0,0,3,2,3.3
