Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1976-77,21,BOS,NBA,SF,25,NA,138,7,18.8,0.375,2.3,4.4,0.529,2.6,4.4,7,1.3,2.6,0.8,NA,7,16.4
1977-78,22,DEN,NBA,SF,2,NA,10,3.6,10.8,0.333,0,0,NA,3.6,7.2,10.8,3.6,0,0,0,14.4,7.2
Career,NA,,NBA,,27,NA,148,6.8,18.2,0.373,2.2,4.1,0.529,2.7,4.6,7.3,1.5,2.4,0.7,0,7.5,15.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,BOS,NBA,,25,NA,138,7,18.8,0.375,2.3,4.4,0.529,2.6,4.4,7,1.3,2.6,0.8,NA,7,16.4
1 season,NA,DEN,NBA,,2,NA,10,3.6,10.8,0.333,0,0,NA,3.6,7.2,10.8,3.6,0,0,0,14.4,7.2
