Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1965-66,24,DET,NBA,SG,10,NA,78,11,38,0.289,NA,NA,NA,11,38,0.289,0.289,2,6,0.333,NA,NA,16,10,NA,8,24
1966-67,25,SFW,NBA,SG,12,NA,65,15,52,0.288,NA,NA,NA,15,52,0.288,0.288,6,11,0.545,NA,NA,20,10,NA,4,36
1967-68,26,SFW,NBA,SG,69,NA,1320,257,610,0.421,NA,NA,NA,257,610,0.421,0.421,97,171,0.567,NA,NA,264,159,NA,164,611
1968-69,27,TOT,NBA,SG,66,NA,997,213,509,0.418,NA,NA,NA,213,509,0.418,0.418,87,142,0.613,NA,NA,152,132,NA,122,513
1968-69,27,MIL,NBA,SG,3,NA,22,1,8,0.125,NA,NA,NA,1,8,0.125,0.125,4,5,0.8,NA,NA,1,1,NA,3,6
1968-69,27,PHO,NBA,SG,63,NA,975,212,501,0.423,NA,NA,NA,212,501,0.423,0.423,83,137,0.606,NA,NA,151,131,NA,119,507
1969-70,28,LAS,ABA,SG,29,NA,711,112,309,0.362,0,1,0,112,308,0.364,0.362,65,96,0.677,51,63,114,76,57,70,289
Career,NA,,TOT,,186,NA,3171,608,1518,0.401,0,1,0,608,1517,0.401,0.401,257,426,0.603,51,63,566,387,57,368,1473
,NA,,NBA,,157,NA,2460,496,1209,0.41,NA,NA,NA,496,1209,0.41,0.41,192,330,0.582,NA,NA,452,311,NA,298,1184
,NA,,ABA,,29,NA,711,112,309,0.362,0,1,0,112,308,0.364,0.362,65,96,0.677,51,63,114,76,57,70,289
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,SFW,NBA,,81,NA,1385,272,662,0.411,NA,NA,NA,272,662,0.411,0.411,103,182,0.566,NA,NA,284,169,NA,168,647
1 season,NA,PHO,NBA,,63,NA,975,212,501,0.423,NA,NA,NA,212,501,0.423,0.423,83,137,0.606,NA,NA,151,131,NA,119,507
1 season,NA,LAS,ABA,,29,NA,711,112,309,0.362,0,1,0,112,308,0.364,0.362,65,96,0.677,51,63,114,76,57,70,289
1 season,NA,DET,NBA,,10,NA,78,11,38,0.289,NA,NA,NA,11,38,0.289,0.289,2,6,0.333,NA,NA,16,10,NA,8,24
1 season,NA,MIL,NBA,,3,NA,22,1,8,0.125,NA,NA,NA,1,8,0.125,0.125,4,5,0.8,NA,NA,1,1,NA,3,6
