Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1965-66,24,DET,NBA,SG,10,NA,78,5.1,17.5,0.289,NA,NA,NA,5.1,17.5,0.289,0.9,2.8,0.333,NA,NA,7.4,4.6,NA,3.7,11.1
1966-67,25,SFW,NBA,SG,12,NA,65,8.3,28.8,0.288,NA,NA,NA,8.3,28.8,0.288,3.3,6.1,0.545,NA,NA,11.1,5.5,NA,2.2,19.9
1967-68,26,SFW,NBA,SG,69,NA,1320,7,16.6,0.421,NA,NA,NA,7,16.6,0.421,2.6,4.7,0.567,NA,NA,7.2,4.3,NA,4.5,16.7
1968-69,27,TOT,NBA,SG,66,NA,997,7.7,18.4,0.418,NA,NA,NA,7.7,18.4,0.418,3.1,5.1,0.613,NA,NA,5.5,4.8,NA,4.4,18.5
1968-69,27,MIL,NBA,SG,3,NA,22,1.6,13.1,0.125,NA,NA,NA,1.6,13.1,0.125,6.5,8.2,0.8,NA,NA,1.6,1.6,NA,4.9,9.8
1968-69,27,PHO,NBA,SG,63,NA,975,7.8,18.5,0.423,NA,NA,NA,7.8,18.5,0.423,3.1,5.1,0.606,NA,NA,5.6,4.8,NA,4.4,18.7
1969-70,28,LAS,ABA,SG,29,NA,711,5.7,15.6,0.362,0,0.1,0,5.7,15.6,0.364,3.3,4.9,0.677,2.6,3.2,5.8,3.8,2.9,3.5,14.6
Career,NA,,TOT,,186,NA,3171,6.9,17.2,0.401,0,0.1,0,6.9,17.2,0.401,2.9,4.8,0.603,2.6,3.2,6.4,4.4,2.9,4.2,16.7
,NA,,NBA,,157,NA,2460,7.3,17.7,0.41,NA,NA,NA,7.3,17.7,0.41,2.8,4.8,0.582,NA,NA,6.6,4.6,NA,4.4,17.3
,NA,,ABA,,29,NA,711,5.7,15.6,0.362,0,0.1,0,5.7,15.6,0.364,3.3,4.9,0.677,2.6,3.2,5.8,3.8,2.9,3.5,14.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,SFW,NBA,,81,NA,1385,7.1,17.2,0.411,NA,NA,NA,7.1,17.2,0.411,2.7,4.7,0.566,NA,NA,7.4,4.4,NA,4.4,16.8
1 season,NA,PHO,NBA,,63,NA,975,7.8,18.5,0.423,NA,NA,NA,7.8,18.5,0.423,3.1,5.1,0.606,NA,NA,5.6,4.8,NA,4.4,18.7
1 season,NA,LAS,ABA,,29,NA,711,5.7,15.6,0.362,0,0.1,0,5.7,15.6,0.364,3.3,4.9,0.677,2.6,3.2,5.8,3.8,2.9,3.5,14.6
1 season,NA,DET,NBA,,10,NA,78,5.1,17.5,0.289,NA,NA,NA,5.1,17.5,0.289,0.9,2.8,0.333,NA,NA,7.4,4.6,NA,3.7,11.1
1 season,NA,MIL,NBA,,3,NA,22,1.6,13.1,0.125,NA,NA,NA,1.6,13.1,0.125,6.5,8.2,0.8,NA,NA,1.6,1.6,NA,4.9,9.8
