Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992-93,23,MIN,NBA,PF,43,3,520,6.4,11.7,0.55,0,0.1,0,6.4,11.6,0.554,3.1,4.8,0.643,4.6,6.8,11.4,0.8,0.8,1.2,2.6,5.2,16
1993-94,24,MIN,NBA,PF,55,2,626,5.1,9.6,0.533,0,0.1,0,5.1,9.5,0.539,4,5.6,0.714,4.3,7.1,11.4,0.6,0.9,1.9,2.3,6.5,14.3
Career,NA,,NBA,,98,5,1146,5.7,10.6,0.542,0,0.1,0,5.7,10.5,0.547,3.6,5.3,0.685,4.4,7,11.4,0.7,0.8,1.6,2.5,5.9,15
