Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1964-65,22,CIN,NBA,C,2,NA,1.5,0.5,0.5,1,0,0,NA,1,0.5,0.5,1
1965-66,23,CIN,NBA,C,1,NA,3,1,1,1,0,0,NA,1,0,1,2
1966-67,24,CHI,NBA,C,2,NA,13.5,1,4.5,0.222,1.5,3,0.5,4.5,0,2.5,3.5
1968-69,26,PHI,NBA,C,5,NA,9,0,1.4,0,0.6,0.8,0.75,3.6,1.6,1.8,0.6
1969-70,27,PHI,NBA,C,2,NA,11.5,2,6.5,0.308,0.5,0.5,1,6,0.5,2,4.5
Career,NA,,NBA,,12,NA,8.4,0.7,2.6,0.258,0.6,0.9,0.636,3.5,0.8,1.7,1.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,PHI,NBA,,7,NA,9.7,0.6,2.9,0.2,0.6,0.7,0.8,4.3,1.3,1.9,1.7
2 seasons,NA,CIN,NBA,,3,NA,2,0.7,0.7,1,0,0,NA,1,0.3,0.7,1.3
1 season,NA,CHI,NBA,,2,NA,13.5,1,4.5,0.222,1.5,3,0.5,4.5,0,2.5,3.5
