Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1964-65,22,CIN,NBA,C,39,NA,288,41,155,0.265,9,30,0.3,102,11,59,91
1965-66,23,CIN,NBA,C,47,NA,276,54,138,0.391,27,42,0.643,98,17,56,135
1966-67,24,TOT,NBA,C,55,NA,573,85,234,0.363,58,86,0.674,206,15,92,228
1966-67,24,CIN,NBA,C,12,NA,125,8,41,0.195,13,16,0.813,43,0,19,29
1966-67,24,CHI,NBA,C,43,NA,448,77,193,0.399,45,70,0.643,163,15,73,199
1967-68,25,SEA,NBA,C,77,NA,1236,179,498,0.359,109,155,0.703,470,56,218,467
1968-69,26,TOT,NBA,C,79,NA,1846,272,663,0.41,153,235,0.651,721,108,232,697
1968-69,26,PHO,NBA,C,41,NA,1294,191,481,0.397,93,151,0.616,505,76,145,475
1968-69,26,PHI,NBA,C,38,NA,552,81,182,0.445,60,84,0.714,216,32,87,222
1969-70,27,PHI,NBA,C,67,NA,836,118,304,0.388,122,172,0.709,317,52,145,358
1970-71,28,BUF,NBA,PF,46,NA,713,92,269,0.342,56,69,0.812,230,48,99,240
Career,NA,,NBA,,410,NA,5768,841,2261,0.372,534,789,0.677,2144,307,901,2216
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,PHI,NBA,,105,NA,1388,199,486,0.409,182,256,0.711,533,84,232,580
3 seasons,NA,CIN,NBA,,98,NA,689,103,334,0.308,49,88,0.557,243,28,134,255
1 season,NA,SEA,NBA,,77,NA,1236,179,498,0.359,109,155,0.703,470,56,218,467
1 season,NA,BUF,NBA,,46,NA,713,92,269,0.342,56,69,0.812,230,48,99,240
1 season,NA,CHI,NBA,,43,NA,448,77,193,0.399,45,70,0.643,163,15,73,199
1 season,NA,PHO,NBA,,41,NA,1294,191,481,0.397,93,151,0.616,505,76,145,475
