,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1964-65,22,CIN,NBA,,1,1,0,0,2,1,1,2
1965-66,23,CIN,NBA,,1,1,0,0,1,0,1,2
1966-67,24,TOT,NBA,,2,5,2,5,5,0,3,5
1966-67,24,CHI,NBA,,2,5,2,5,5,0,3,5
1968-69,26,TOT,NBA,,0,5,2,3,10,3,3,2
1968-69,26,PHI,NBA,,0,5,2,3,10,3,3,2
1969-70,27,PHI,NBA,,3,9,1,1,6,1,3,7
Career,,,,,3,9,2,5,10,3,3,7
2 Seasons,,PHI,NBA,,3,9,2,3,10,3,3,7
2 Seasons,,CIN,NBA,,1,1,0,0,2,1,1,2
1 Season,,CHI,NBA,,2,5,2,5,5,0,3,5
