,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1960-61,28,SYR,NBA,,7,16,6,8,,3,6,15
Career,,,,,7,16,6,8,,3,6,15
