,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1973-74,18,VILLANOVA,26,,89,200,,,73,126,,169,,,,,,251,.445,,.579,,9.7,6.5,
1974-75,19,VILLANOVA,27,,98,230,,,77,109,,181,,,,,,273,.426,,.706,,10.1,6.7,
1975-76,20,VILLANOVA,27,,94,186,,,94,128,,167,,,,,,282,.505,,.734,,10.4,6.2,
1976-77,21,VILLANOVA,33,,109,227,,,98,123,,183,,,,,,316,.480,,.797,,9.6,5.5,
Career,,,113,,390,843,,,342,486,,700,,,,,,1122,.463,,.704,,9.9,6.2,
