Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1949-50,24,PHW,NBA,NA,2,NA,NA,0.452,1.5,NA,NA,NA,NA,NA,0.1,0.1,0.1,NA
Career,NA,,NBA,NA,2,NA,NA,0.452,1.5,NA,NA,NA,NA,NA,0.1,0.1,0.1,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,PHW,NBA,NA,2,NA,NA,0.452,1.5,NA,NA,NA,NA,NA,0.1,0.1,0.1,NA
