Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,24,TOT,NBA,NA,57,NA,NA,1.6,5.2,0.311,0.5,0.9,0.56,NA,1.7,2.5,3.8
1949-50,24,DNN,NBA,NA,41,NA,NA,2.1,6.6,0.317,0.6,1.1,0.532,NA,2.1,2.8,4.8
1949-50,24,PHW,NBA,NA,16,NA,NA,0.4,1.8,0.25,0.2,0.2,1,NA,0.6,1.7,1.1
Career,NA,,NBA,NA,57,NA,NA,1.6,5.2,0.311,0.5,0.9,0.56,NA,1.7,2.5,3.8
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,DNN,NBA,NA,41,NA,NA,2.1,6.6,0.317,0.6,1.1,0.532,NA,2.1,2.8,4.8
1 season,NA,PHW,NBA,NA,16,NA,NA,0.4,1.8,0.25,0.2,0.2,1,NA,0.6,1.7,1.1
