Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1946-47,25,CLR,BAA,NA,51,NA,NA,0.327,0.222,NA,NA,NA,NA,NA,1.1,0.5,1.7,NA
Career,NA,,BAA,NA,51,NA,NA,0.327,0.222,NA,NA,NA,NA,NA,1.1,0.5,1.7,NA
