Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Dell Demps,,0.2,0,0,NA
Dominique Jones,33.1,0.2,0,0,NA
Bo Kimble,30.7,0.1,0,0,NA
Dwight Buycks,27.7,0.2,0.1,0,NA
Gerald Madkins,15.6,0.3,0.1,0,NA
Michael Hawkins,11.8,0.2,0,0,0
Trey Johnson,10.4,0.1,0,-0.1,NA
Awvee Storey,10.1,0.2,0.1,0,NA
Demetrius Jackson,8.9,0.2,0.1,-0.1,NA
Michael Phelps,7.5,0.3,0.1,-0.1,NA
Jarell Eddie,7.4,0.1,0.1,0,NA
