Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Dell Demps,,0.2,0,0
Michael Hawkins,47.3,0.2,0,0
Dominique Jones,33.1,0.2,0,0
Willie Smith,31.5,0.3,0,0
Bo Kimble,30.7,0.1,0,0
Dwight Buycks,27.7,0.2,0.1,0
R.J. Hunter,23.3,0.3,0,0
Jamison Brewer,21.3,0.2,0,0
Manny Harris,18.5,0.3,0,0
Jannero Pargo,16.5,0.2,0.1,0.1
Jared Cunningham,15.6,0.1,0,0
