,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1988-89,18,PACIFIC,28,583,67,179,25,80,26,35,,104,69,10,6,43,,185,.374,.313,.743,20.8,6.6,3.7,2.5
1989-90,19,PACIFIC,29,993,159,326,50,120,94,133,,137,95,19,9,69,56,462,.488,.417,.707,34.2,15.9,4.7,3.3
1990-91,20,PACIFIC,28,977,185,407,73,175,83,124,,155,93,20,1,80,54,526,.455,.417,.669,34.9,18.8,5.5,3.3
1991-92,21,PACIFIC,30,1044,187,402,82,209,113,163,,173,93,22,9,78,66,569,.465,.392,.693,34.8,19.0,5.8,3.1
Career,,,115,3597,598,1314,230,584,316,455,,569,350,71,25,270,176,1742,.455,.394,.695,31.3,15.1,4.9,3.0
